Count, First, Second
2, paralely, parallelly
2, parralel, parallel
2, parrallell, parallel
2, parrallely, parallelly
2, particually, particularly
2, particualr, particular
2, passerbys, passersby
2, payed, paid
2, pbulisher, publisher
2, pedestrain, pedestrian
2, peice, piece
2, Peloponnes, Peloponnesus
2, penatly, penalty
2, pennisula, peninsula
2, Pennyslvania, Pennsylvania
2, pensinula, peninsula
2, peom, poem
2, peoms, poems
2, peopel, people
2, peopels, peoples
2, peotry, poetry
2, percepted, perceived
2, percieve, perceive
2, percieved, perceived
2, perhasp, perhaps
2, perhpas, perhaps
2, permenant, permanent
2, permenantly, permanently
2, perosnality, personality
2, perphas, perhaps
2, personell, personnel
2, Pharoah, Pharaoh
2, phenomenonal, phenomenal
2, phenomenonly, phenomenally
2, phenomonenon, phenomenon
2, Phillipine, Philippine
2, Phillipines, Philippines
2, pinnaple, pineapple
2, polical, political
2, porshon, portion
2, portugues, Portuguese
2, posion, poison
2, possiblilty, possibility
2, Postdam, Potsdam
2, practicly, practically
2, practioner, practitioner
2, practioners, practitioners
2, prairy, prairie
2, precedessor, predecessor
2, preceed, precede
2, preceeds, precedes
2, precentage, percentage
2, predicatble, predictable
2, predicitons, predictions
2, preiod, period
2, premeire, premiere
2, premeired, premiered
2, premission, permission
2, prepair, prepare
2, prepatory, preparatory
2, presidenital, presidential
2, presitgious, prestigious
2, prespective, perspective
2, prevelant, prevalent
2, preverse, perverse
2, principlaity, principality
2, principaly, principality
2, principly, principally
2, priveledges, privileges
2, privelige, privilege
2, priveliged, privileged
2, priveliges, privileges
2, privelleges, privileges
2, privledge, privilege
2, probalibity, probability
2, probelm, problem
2, procede, proceed
2, procedes, proceeds
2, proffesed, professed
2, proffesion, profession
2, proffesional, professional
2, proffesor, professor
2, profilic, prolific
2, progidy, prodigy
2, prominately, predominately
2, propmted, prompted
2, proseletyzing, proselytizing
2, protoganist, protagonist
2, protrayed, portrayed
2, prouncements, pronouncements
2, pseudononymous, pseudonymous
2, psuedo, pseudo
2, pubilsher, publisher
2, publically, publicly
2, publihser, publisher
2, publisehr, publisher
2, publishre, publisher
2, publsiher, publisher
2, Puertorrican, Puerto Rican
2, Puertorricans, Puerto Ricans
2, pwoer, power
2, qtuie, quite
2, qtuie, quiet
2, qutie, quite
2, qutie, quiet
2, rabinnical, rabbinical
2, racaus, raucous
2, raelly, really
2, reaccurring, recurring
2, reacll, recall
2, readmition, readmission
2, realsitic, realistic
2, realtions, relations
2, realyl, really
2, rebiulding, rebuilding
2, rebounce, rebound
2, reccomend, recommend
2, reccomendations, recommendations
2, reccomended, recommended
2, reccomending, recommending
2, reccuring, recurring
2, reciepents, recipients
2, reciept, receipt
2, recieve, receive
2, recieved, received
2, reciever, receiver
2, recievers, receivers
2, recieves, receives
2, recieving, receiving
2, recrod, record
2, reedeming, redeeming
2, referiang, referring
2, refernce, references
2, reffered, referred
2, reffering, referring
2, refromist, reformist
2, refusla, refusal
2, regluar, regular
2, regulaotrs, regulators
2, rela, real
2, relaly, really
2, releive, relieve
2, releived, relieved
2, releiver, reliever
2, relitavely, relatively
2, relized, realised
2, relpacement, replacement
2, remaing, remaining
2, remenicent, reminiscent
2, reminent, remnant
2, reminsicent, reminiscent
2, reoccurrence, recurrence
2, reorganision, reorganisation
2, repeteadly, repeatedly
2, repetion, repetition
2, representive, representative
2, representives, representatives
2, repsectively, respectively
2, responisble, responsible
2, responnsibilty, responsibility
2, ressemblence, resemblance
2, ressurect, resurrect
2, ressurected, resurrected
2, ressurection, resurrection
2, restaraunt, restaurant
2, restaraunts, restaurants
2, restauration, restoration
2, resturaunt, restaurant
2, resturaunts, restaurants
2, retreive, retrieve
2, reveiw, review
2, rewriet, rewrite
2, rigeur, rigor
2, rininging, ringing
2, rised, rose
2, rwite, write
2, rythem, rhythm
2, rythim, rhythm
2, rythyms, rhythms
2, sacreligious, sacrilegious
2, saftey, safety
2, sargant, sergeant
2, sasy, says
2, sattelite, satellite
2, sattelites, satellites
2, scandanavia, Scandinavia
2, schedual, schedule
2, scinece, science
2, scirpt, script
2, screenwrighter, screenwriter
2, scrutinity, scrutiny
2, secceeded, seceded
2, seceed, succeed
2, seceed, secede
2, seceeded, succeeded
2, seguoys, segues
2, seige, siege
2, seinor, senior
2, seldomly, seldom
2, sepulchure, sepulcher
2, sepulcre, sepulcher
2, severley, severely
2, shamen, shamans
2, sheild, shield
2, shoudl, should
2, shoudln, should
2, shouldnt, should not
2, shreak, shriek
2, sicne, since
2, sieze, seize
2, siezed, seized
2, siezing, seizing
2, siezure, seizure
2, siezures, seizures
2, signficiant, significant
2, signifantly, significantly
2, sincerley, sincerely
2, sinse, sines
2, Sixtin, Sistine
2, slippy, slippery
2, smae, same
2, smoe, some
2, snese, sneeze
2, soem, some
2, sohw, show
2, soilders, soldiers
2, soliders, soldiers
2, sotry, story
2, soudn, sound
2, soudns, sounds
2, soveits, soviets
2, soverignity, sovereignty
2, spainish, Spanish
2, speciallized, specialised
2, specif, specific
2, spectauclar, spectacular
2, spects, expects
2, speices, species
2, spreaded, spread
2, sqaure, square
2, startegic, strategic
2, startegies, strategies
2, startegy, strategy
2, steriods, steroids
2, stlye, style
2, storeis, stories
2, storise, stories
2, stoyr, story
2, stpo, stop
2, strat, start
2, strenght, strength
2, strenghten, strengthen
2, strenghtened, strengthened
2, strenghtening, strengthening
2, strnad, strand
2, stroy, story
2, stroy, destroy
2, sturcture, structure
2, succesfuly, successfully
2, succsessfull, successful
2, sucesful, successful
2, sucesfully, successfully
2, sucesion, succession
2, sucessfull, successful
2, sucessfuly, successfully
2, sucessot, successor
2, sucidial, suicidal
2, suop, soup
2, superceeded, superseded
2, suplimented, supplemented
2, suprassing, surpassing
2, suprize, surprise
2, suprized, surprised
2, suprizing, surprising
2, suprizingly, surprisingly
2, surley, surely
2, surrended, surrounded
2, surrended, surrendered
2, surreptious, surreptitious
2, surreptiously, surreptitiously
2, surveilence, surveillance
2, suseptable, susceptible
2, swaer, swear
2, swaers, swears
2, syas, says
2, symettric, symmetric
2, symmetral, symmetric
2, synagouge, synagogue
2, syphyllis, syphilis
2, sypmtoms, symptoms
2, sysmatically, systematically
2, sytle, style
2, tahn, than
2, taht, that
2, talekd, talked
2, tath, that
2, teh, the
2, tehy, they
2, telelevision, television
2, tempalte, template
2, tempaltes, templates
2, tempertaure, temperature
2, tendacy, tendency
2, tepmorarily, temporarily
2, territorist, terrorist
2, theif, thief
2, theives, thieves
2, themselfs, themselves
2, theri, their
2, thier, their
2, thign, thing
2, thigns, things
2, thigsn, things
2, thikn, think
2, thikning, thinking
2, thikning, thickening
2, thikns, thinks
2, thna, than
2, thne, then
2, thnig, thing
2, thnigs, things
2, thrid, third
2, throught, throughout
2, thsi, this
2, thsoe, those
2, thta, that
2, tiem, time
2, tiem, Tim
2, tihs, this
2, tjpanishad, upanishad
2, tkae, take
2, tkaes, takes
2, tkaing, taking
2, tlaking, talking
2, tobbaco, tobacco
2, todya, today
2, toke, took
2, Tolkein, Tolkien
2, tommorow, tomorrow
2, tongiht, tonight
2, toriodal, toroidal
2, torpeados, torpedoes
2, tounge, tongue
2, towrad, toward
2, tradionally, traditionally
2, traditition, tradition
2, transcripting, transcribing
2, transcripting, transcription
2, transesxuals, transsexuals
2, turnk, turnkey
2, turnk, trunk
2, Tuscon, Tucson
2, twon, town
2, tyhe, they
2, typcial, typical
2, tyrranies, tyrannies
2, tyrrany, tyranny
2, ultimely, ultimately
2, unahppy, unhappy
2, unbeleivable, unbelievable
2, uncompetive, uncompetitive
2, unconvential, unconventional
2, undreground, underground
2, unfortunatley, unfortunately
2, unilatreal, unilateral
2, unilatreally, unilaterally
2, univeristies, universities
2, univeristy, university
2, universtiy, university
2, unmanouverable, unmanoeuvrable
2, unneccesarily, unnecessarily
2, unneccesary, unnecessary
2, unoperational, nonoperational
2, unrepetent, unrepentant
2, unsed, unsaid
2, unsucesful, unsuccessful
2, unsucessfull, unsuccessful
2, unsuprized, unsurprised
2, unsuprizing, unsurprising
2, unsuprizingly, unsurprisingly
2, unviersity, university
2, vaccume, vacuum
2, vailidty, validity
2, vasall, vassal
2, vasalls, vassals
2, verison, version
2, verisons, versions
2, versitilaty, versatility
2, versitlity, versatility
2, veyr, very
2, vigeur, vigor
2, villian, villain
2, virutal, virtual
2, virutally, virtually
2, vrey, very
2, vyer, very
2, vyre, very
2, waht, what
2, watn, want
2, wehn, when
2, weild, wield
2, weilded, wielded
2, whcih, which
2, whihc, which
2, whta, what
2, wief, wife
2, wierd, weird
2, wiht, with
2, wirting, writing
2, wnat, want
2, wnated, wanted
2, wnats, wants
2, wohle, whole
2, wokr, work
2, wokring, working
2, wordlwide, worldwide
2, woudl, would
2, wriet, write
2, wroet, wrote
2, wrok, work
2, wroking, working
2, wtih, with
2, xenophoby, xenophobia
2, yaer, year
2, yaerly, yearly
2, yaers, years
2, yatch, yacht
2, yeasr, years
2, yeild, yield
2, yeilding, yielding
2, yera, year
2, yrea, year
2, yeras, years
2, yersa, years
2, yuo, you
3, abortificant, abortifacient
3, acheivment, achievement
3, acheivments, achievements
3, acquiantence, acquaintance
3, acquiantences, acquaintances
3, ahev, have
3, altho, although
3, appenines, Apennines
3, approproximate, approximate
3, aquiantance, acquaintance
3, assasined, assassinated
3, assisnate, assassinate
3, assosication, assassination
3, attaindre, attained
3, blessure, blessing
3, broacasted, broadcast
3, carnige, Carnegie
3, catapiller, caterpillar
3, catapillers, caterpillars
3, causalities, casualties
3, cervial, servile
3, colonizators, colonizers
3, consequentually, consequently
3, criticists, critics
3, critising, criticizing
3, deriviated, derived
3, deteoriated, deteriorated
3, differentiatiations, differentiations
3, emmisarries, emissaries
3, emmisarry, emissary
3, eraticly, erratically
3, essesital, essential
3, exculsivly, exclusively
3, fiel, phial
3, fiels, phials
3, flourishment, flourishing
3, futhroc, futhark
3, gaurentee, guarantee
3, gaurenteed, guaranteed
3, gaurentees, guarantees
3, gouvener, governor
3, haev, heave
3, hten, the
3, hvea, heave
3, intepretator, interpretor
3, libitarianisn, libertarianism
3, maintainence, maintenance
3, manouver, manoeuvre
3, manouvers, manoeuvres
3, mediterainnean, mediterranean
3, monolite, monolithic
3, nessasarily, necessarily
3, nkwo, know
3, ocassionaly, occasionally
3, Palistian, Palestinian
3, parituclar, particular
3, peculure, peculiar
3, pensle, pencil
3, playwrite, playwright
3, playwrites, playwrights
3, porshan, portion
3, predomiantly, predominately
3, procedger, procedure
3, prominately, prominently
3, pususading, persuading
3, pyscic, psychic
3, quitted, quit
3, realitvely, relatively
3, resssurecting, resurrecting
3, restaraunteur, restaurateur
3, restaraunteurs, restaurateurs
3, resteraunt, restaurant
3, resteraunts, restaurants
3, restraunt, restaurant
3, russina, Russian
3, shrinked, shrunk
3, sophicated, sophisticated
3, sotyr, story
3, strikely, strikingly
3, suburburban, suburban
3, sucesfuly, successfully
3, supposingly, supposedly
3, thast, that's
3, thru, through
3, tihkn, think
3, uneccesary, unnecessary
3, unplease, displease
3, unsucesfuly, unsuccessfully
3, unweildly, unwieldy
3, vreity, variety
3, warantee, warranty
3, wensday, Wednesday
3, Yementite, Yemeni
4, beaurocracy, bureaucracy
4, beaurocratic, bureaucratic
4, copywrite, copyright
4, delusionally, delusively
4, discontentment, discontent
4, eyasr, years
4, Foundland, Newfoundland
4, funguses, fungi
4, gogin, Gauguin
4, htikn, think
4, hwihc, which
4, idaeidae, idea
4, maltesian, Maltese
4, manuever, manoeuvre
4, manuevers, manoeuvres
4, nessecary, necessary
4, owudl, would
4, rememberable, memorable
4, renedered, rende
4, scholarstic, scholarly
4, sepina, subpoena
4, shoudln, shouldn't
4, stornegst, strongest
4, wendsay, Wednesday
5, charistics, characteristics
5, seeked, sought
5, teached, taught
5, transcendentational, transcendental
6, geometrician, geometer
6, geometricians, geometers
6, ninties, 1990s
6, Premonasterians, Premonstratensians
7, muhammadan, muslim
8, mohammedans, muslims
11, unconfortability, discomfort
